benchmark,job_n,mc_n,instance_i,name,makespan,method
TA,50,20,7,TA68,3068,NueroLS_ANP(50)
TA,50,20,8,TA69,3427,NueroLS_ANP(50)
TA,50,20,9,TA70,3292,NueroLS_ANP(50)
TA,100,20,0,TA71,5842,NueroLS_ANP(50)
TA,100,20,1,TA72,5480,NueroLS_ANP(50)
TA,100,20,2,TA73,6149,NueroLS_ANP(50)
TA,100,20,3,TA74,5556,NueroLS_ANP(50)
TA,100,20,4,TA75,5966,NueroLS_ANP(50)
TA,100,20,5,TA76,5795,NueroLS_ANP(50)
TA,100,20,6,TA77,5636,NueroLS_ANP(50)
TA,100,20,7,TA78,5756,NueroLS_ANP(50)
TA,100,20,8,TA79,5606,NueroLS_ANP(50)
TA,100,20,9,TA80,5420,NueroLS_ANP(50)
TA,15,15,0,TA01,1365,NueroLS_ANP(100)
TA,15,15,1,TA02,1369,NueroLS_ANP(100)
TA,15,15,2,TA03,1339,NueroLS_ANP(100)
TA,15,15,3,TA04,1364,NueroLS_ANP(100)
TA,15,15,4,TA05,1328,NueroLS_ANP(100)
TA,15,15,5,TA06,1328,NueroLS_ANP(100)
TA,15,15,6,TA07,1294,NueroLS_ANP(100)
TA,15,15,7,TA08,1332,NueroLS_ANP(100)
TA,15,15,8,TA09,1493,NueroLS_ANP(100)
TA,15,15,9,TA10,1366,NueroLS_ANP(100)
TA,20,15,0,TA11,1611,NueroLS_ANP(100)
TA,20,15,1,TA12,1594,NueroLS_ANP(100)
TA,20,15,2,TA13,1559,NueroLS_ANP(100)
TA,20,15,3,TA14,1480,NueroLS_ANP(100)
TA,20,15,4,TA15,1624,NueroLS_ANP(100)
TA,20,15,5,TA16,1560,NueroLS_ANP(100)
TA,20,15,6,TA17,1710,NueroLS_ANP(100)
TA,20,15,7,TA18,1641,NueroLS_ANP(100)
TA,20,15,8,TA19,1566,NueroLS_ANP(100)
TA,20,15,9,TA20,1531,NueroLS_ANP(100)
TA,20,20,0,TA21,1863,NueroLS_ANP(100)
TA,20,20,1,TA22,1848,NueroLS_ANP(100)
TA,20,20,2,TA23,1804,NueroLS_ANP(100)
TA,20,20,3,TA24,1852,NueroLS_ANP(100)
TA,20,20,4,TA25,1812,NueroLS_ANP(100)
TA,20,20,5,TA26,1932,NueroLS_ANP(100)
TA,20,20,6,TA27,1993,NueroLS_ANP(100)
TA,20,20,7,TA28,1805,NueroLS_ANP(100)
TA,20,20,8,TA29,1840,NueroLS_ANP(100)
TA,20,20,9,TA30,1888,NueroLS_ANP(100)
TA,30,15,0,TA31,2079,NueroLS_ANP(100)
TA,30,15,1,TA32,2087,NueroLS_ANP(100)
TA,30,15,2,TA33,2153,NueroLS_ANP(100)
TA,30,15,3,TA34,2056,NueroLS_ANP(100)
TA,30,15,4,TA35,2149,NueroLS_ANP(100)
TA,30,15,5,TA36,2105,NueroLS_ANP(100)
TA,30,15,6,TA37,2095,NueroLS_ANP(100)
TA,30,15,7,TA38,1933,NueroLS_ANP(100)
TA,30,15,8,TA39,2046,NueroLS_ANP(100)
TA,30,15,9,TA40,1947,NueroLS_ANP(100)
TA,30,20,0,TA41,2408,NueroLS_ANP(100)
TA,30,20,1,TA42,2241,NueroLS_ANP(100)
TA,30,20,2,TA43,2232,NueroLS_ANP(100)
TA,30,20,3,TA44,2301,NueroLS_ANP(100)
TA,30,20,4,TA45,2244,NueroLS_ANP(100)
TA,30,20,5,TA46,2366,NueroLS_ANP(100)
TA,30,20,6,TA47,2235,NueroLS_ANP(100)
TA,30,20,7,TA48,2253,NueroLS_ANP(100)
TA,30,20,8,TA49,2353,NueroLS_ANP(100)
TA,30,20,9,TA50,2289,NueroLS_ANP(100)
TA,50,15,0,TA51,3361,NueroLS_ANP(100)
TA,50,15,1,TA52,3231,NueroLS_ANP(100)
TA,50,15,2,TA53,2983,NueroLS_ANP(100)
TA,50,15,3,TA54,2924,NueroLS_ANP(100)
TA,50,15,4,TA55,3027,NueroLS_ANP(100)
TA,50,15,5,TA56,3078,NueroLS_ANP(100)
TA,50,15,6,TA57,3213,NueroLS_ANP(100)
TA,50,15,7,TA58,3204,NueroLS_ANP(100)
TA,50,15,8,TA59,2973,NueroLS_ANP(100)
TA,50,15,9,TA60,2968,NueroLS_ANP(100)
TA,50,20,0,TA61,3188,NueroLS_ANP(100)
TA,50,20,1,TA62,3290,NueroLS_ANP(100)
TA,50,20,2,TA63,3028,NueroLS_ANP(100)
TA,50,20,3,TA64,3045,NueroLS_ANP(100)
TA,50,20,4,TA65,3195,NueroLS_ANP(100)
TA,50,20,5,TA66,3166,NueroLS_ANP(100)
TA,50,20,6,TA67,3142,NueroLS_ANP(100)
TA,50,20,7,TA68,3029,NueroLS_ANP(100)
TA,50,20,8,TA69,3409,NueroLS_ANP(100)
TA,50,20,9,TA70,3292,NueroLS_ANP(100)
TA,100,20,0,TA71,5810,NueroLS_ANP(100)
TA,100,20,1,TA72,5445,NueroLS_ANP(100)
TA,100,20,2,TA73,6149,NueroLS_ANP(100)
TA,100,20,3,TA74,5534,NueroLS_ANP(100)
TA,100,20,4,TA75,5937,NueroLS_ANP(100)
TA,100,20,5,TA76,5728,NueroLS_ANP(100)
TA,100,20,6,TA77,5596,NueroLS_ANP(100)
TA,100,20,7,TA78,5726,NueroLS_ANP(100)
TA,100,20,8,TA79,5586,NueroLS_ANP(100)
TA,100,20,9,TA80,5413,NueroLS_ANP(100)
TA,15,15,0,TA01,1350,NueroLS_ANP(200)
TA,15,15,1,TA02,1369,NueroLS_ANP(200)
TA,15,15,2,TA03,1339,NueroLS_ANP(200)
TA,15,15,3,TA04,1358,NueroLS_ANP(200)
TA,15,15,4,TA05,1328,NueroLS_ANP(200)
TA,15,15,5,TA06,1361,NueroLS_ANP(200)
TA,15,15,6,TA07,1294,NueroLS_ANP(200)
TA,15,15,7,TA08,1324,NueroLS_ANP(200)
TA,15,15,8,TA09,1484,NueroLS_ANP(200)
TA,15,15,9,TA10,1365,NueroLS_ANP(200)
TA,20,15,0,TA11,1611,NueroLS_ANP(200)
TA,20,15,1,TA12,1573,NueroLS_ANP(200)
TA,20,15,2,TA13,1559,NueroLS_ANP(200)
TA,20,15,3,TA14,1480,NueroLS_ANP(200)
TA,20,15,4,TA15,1624,NueroLS_ANP(200)
TA,20,15,5,TA16,1560,NueroLS_ANP(200)
TA,20,15,6,TA17,1738,NueroLS_ANP(200)
TA,20,15,7,TA18,1636,NueroLS_ANP(200)
TA,20,15,8,TA19,1566,NueroLS_ANP(200)
TA,20,15,9,TA20,1524,NueroLS_ANP(200)
TA,20,20,0,TA21,1867,NueroLS_ANP(200)
TA,20,20,1,TA22,1821,NueroLS_ANP(200)
TA,20,20,2,TA23,1761,NueroLS_ANP(200)
TA,20,20,3,TA24,1825,NueroLS_ANP(200)
TA,20,20,4,TA25,1758,NueroLS_ANP(200)
TA,20,20,5,TA26,1874,NueroLS_ANP(200)
TA,20,20,6,TA27,1983,NueroLS_ANP(200)
TA,20,20,7,TA28,1828,NueroLS_ANP(200)
TA,20,20,8,TA29,1831,NueroLS_ANP(200)
TA,20,20,9,TA30,1862,NueroLS_ANP(200)
TA,30,15,0,TA31,2048,NueroLS_ANP(200)
TA,30,15,1,TA32,2031,NueroLS_ANP(200)
TA,30,15,2,TA33,2099,NueroLS_ANP(200)
TA,30,15,3,TA34,2056,NueroLS_ANP(200)
TA,30,15,4,TA35,2122,NueroLS_ANP(200)
TA,30,15,5,TA36,2064,NueroLS_ANP(200)
TA,30,15,6,TA37,2075,NueroLS_ANP(200)
TA,30,15,7,TA38,1917,NueroLS_ANP(200)
TA,30,15,8,TA39,1991,NueroLS_ANP(200)
TA,30,15,9,TA40,1936,NueroLS_ANP(200)
TA,30,20,0,TA41,2351,NueroLS_ANP(200)
TA,30,20,1,TA42,2233,NueroLS_ANP(200)
TA,30,20,2,TA43,2182,NueroLS_ANP(200)
TA,30,20,3,TA44,2280,NueroLS_ANP(200)
TA,30,20,4,TA45,2241,NueroLS_ANP(200)
TA,30,20,5,TA46,2324,NueroLS_ANP(200)
TA,30,20,6,TA47,2213,NueroLS_ANP(200)
TA,30,20,7,TA48,2225,NueroLS_ANP(200)
TA,30,20,8,TA49,2324,NueroLS_ANP(200)
TA,30,20,9,TA50,2242,NueroLS_ANP(200)
TA,50,15,0,TA51,3281,NueroLS_ANP(200)
TA,50,15,1,TA52,3205,NueroLS_ANP(200)
TA,50,15,2,TA53,2974,NueroLS_ANP(200)
TA,50,15,3,TA54,2924,NueroLS_ANP(200)
TA,50,15,4,TA55,3026,NueroLS_ANP(200)
TA,50,15,5,TA56,3015,NueroLS_ANP(200)
TA,50,15,6,TA57,3204,NueroLS_ANP(200)
TA,50,15,7,TA58,3185,NueroLS_ANP(200)
TA,50,15,8,TA59,2945,NueroLS_ANP(200)
TA,50,15,9,TA60,2926,NueroLS_ANP(200)
TA,50,20,0,TA61,3173,NueroLS_ANP(200)
TA,50,20,1,TA62,3269,NueroLS_ANP(200)
TA,50,20,2,TA63,3009,NueroLS_ANP(200)
TA,50,20,3,TA64,3003,NueroLS_ANP(200)
TA,50,20,4,TA65,3103,NueroLS_ANP(200)
TA,50,20,5,TA66,3150,NueroLS_ANP(200)
TA,50,20,6,TA67,3122,NueroLS_ANP(200)
TA,50,20,7,TA68,3015,NueroLS_ANP(200)
TA,50,20,8,TA69,3407,NueroLS_ANP(200)
TA,50,20,9,TA70,3283,NueroLS_ANP(200)
TA,100,20,0,TA71,5799,NueroLS_ANP(200)
TA,100,20,1,TA72,5431,NueroLS_ANP(200)
TA,100,20,2,TA73,6123,NueroLS_ANP(200)
TA,100,20,3,TA74,5524,NueroLS_ANP(200)
TA,100,20,4,TA75,5903,NueroLS_ANP(200)
TA,100,20,5,TA76,5701,NueroLS_ANP(200)
TA,100,20,6,TA77,5593,NueroLS_ANP(200)
TA,100,20,7,TA78,5724,NueroLS_ANP(200)
TA,100,20,8,TA79,5531,NueroLS_ANP(200)
TA,100,20,9,TA80,5405,NueroLS_ANP(200)
TA,15,15,0,TA01,1379,Iklassov_sampling(128)
TA,15,15,1,TA02,1325,Iklassov_sampling(128)
TA,15,15,2,TA03,1338,Iklassov_sampling(128)
TA,15,15,3,TA04,1275,Iklassov_sampling(128)
TA,15,15,4,TA05,1303,Iklassov_sampling(128)
TA,15,15,5,TA06,1325,Iklassov_sampling(128)
TA,15,15,6,TA07,1332,Iklassov_sampling(128)
TA,15,15,7,TA08,1325,Iklassov_sampling(128)
TA,15,15,8,TA09,1412,Iklassov_sampling(128)
TA,15,15,9,TA10,1384,Iklassov_sampling(128)
TA,20,15,0,TA11,1506,Iklassov_sampling(128)
TA,20,15,1,TA12,1514,Iklassov_sampling(128)
TA,20,15,2,TA13,1510,Iklassov_sampling(128)
TA,20,15,3,TA14,1455,Iklassov_sampling(128)
TA,20,15,4,TA15,1516,Iklassov_sampling(128)
TA,20,15,5,TA16,1485,Iklassov_sampling(128)
TA,20,15,6,TA17,1614,Iklassov_sampling(128)
TA,20,15,7,TA18,1560,Iklassov_sampling(128)
TA,20,15,8,TA19,1451,Iklassov_sampling(128)
TA,20,15,9,TA20,1482,Iklassov_sampling(128)
TA,20,20,0,TA21,1838,Iklassov_sampling(128)
TA,20,20,1,TA22,1752,Iklassov_sampling(128)
TA,20,20,2,TA23,1748,Iklassov_sampling(128)
TA,20,20,3,TA24,1807,Iklassov_sampling(128)
TA,20,20,4,TA25,1772,Iklassov_sampling(128)
TA,20,20,5,TA26,1802,Iklassov_sampling(128)
TA,20,20,6,TA27,1895,Iklassov_sampling(128)
TA,20,20,7,TA28,1788,Iklassov_sampling(128)
TA,20,20,8,TA29,1753,Iklassov_sampling(128)
TA,20,20,9,TA30,1776,Iklassov_sampling(128)
TA,30,15,0,TA31,2028,Iklassov_sampling(128)
TA,30,15,1,TA32,2092,Iklassov_sampling(128)
TA,30,15,2,TA33,2114,Iklassov_sampling(128)
TA,30,15,3,TA34,2077,Iklassov_sampling(128)
TA,30,15,4,TA35,2103,Iklassov_sampling(128)
TA,30,15,5,TA36,2046,Iklassov_sampling(128)
TA,30,15,6,TA37,2080,Iklassov_sampling(128)
TA,30,15,7,TA38,1882,Iklassov_sampling(128)
TA,30,15,8,TA39,2029,Iklassov_sampling(128)
TA,30,15,9,TA40,1930,Iklassov_sampling(128)
TA,30,20,0,TA41,2356,Iklassov_sampling(128)
TA,30,20,1,TA42,2260,Iklassov_sampling(128)
TA,30,20,2,TA43,2163,Iklassov_sampling(128)
TA,30,20,3,TA44,2293,Iklassov_sampling(128)
TA,30,20,4,TA45,2250,Iklassov_sampling(128)
TA,30,20,5,TA46,2314,Iklassov_sampling(128)
TA,30,20,6,TA47,2141,Iklassov_sampling(128)
TA,30,20,7,TA48,2289,Iklassov_sampling(128)
TA,30,20,8,TA49,2270,Iklassov_sampling(128)
TA,30,20,9,TA50,2279,Iklassov_sampling(128)
TA,50,15,0,TA51,3181,Iklassov_sampling(128)
TA,50,15,1,TA52,3029,Iklassov_sampling(128)
TA,50,15,2,TA53,2921,Iklassov_sampling(128)
TA,50,15,3,TA54,2914,Iklassov_sampling(128)
TA,50,15,4,TA55,3050,Iklassov_sampling(128)
TA,50,15,5,TA56,3012,Iklassov_sampling(128)
TA,50,15,6,TA57,3180,Iklassov_sampling(128)
TA,50,15,7,TA58,3103,Iklassov_sampling(128)
TA,50,15,8,TA59,3009,Iklassov_sampling(128)
TA,50,15,9,TA60,2909,Iklassov_sampling(128)
TA,50,20,0,TA61,3184,Iklassov_sampling(128)
TA,50,20,1,TA62,3229,Iklassov_sampling(128)
TA,50,20,2,TA63,3004,Iklassov_sampling(128)
TA,50,20,3,TA64,2916,Iklassov_sampling(128)
TA,50,20,4,TA65,3068,Iklassov_sampling(128)
TA,50,20,5,TA66,3144,Iklassov_sampling(128)
TA,50,20,6,TA67,3120,Iklassov_sampling(128)
TA,50,20,7,TA68,2955,Iklassov_sampling(128)
TA,50,20,8,TA69,3295,Iklassov_sampling(128)
TA,50,20,9,TA70,3336,Iklassov_sampling(128)
TA,100,20,0,TA71,5653,Iklassov_sampling(128)
TA,100,20,1,TA72,5365,Iklassov_sampling(128)
TA,100,20,2,TA73,5885,Iklassov_sampling(128)
TA,100,20,3,TA74,5427,Iklassov_sampling(128)
TA,100,20,4,TA75,5790,Iklassov_sampling(128)
TA,100,20,5,TA76,5748,Iklassov_sampling(128)
TA,100,20,6,TA77,5588,Iklassov_sampling(128)
TA,100,20,7,TA78,5570,Iklassov_sampling(128)
TA,100,20,8,TA79,5424,Iklassov_sampling(128)
TA,100,20,9,TA80,5339,Iklassov_sampling(128)
DMU,20,15,0,DMU01,3107,Iklassov_sampling(128)
DMU,20,15,1,DMU02,3272,Iklassov_sampling(128)
DMU,20,15,2,DMU03,3138,Iklassov_sampling(128)
DMU,20,15,3,DMU04,3290,Iklassov_sampling(128)
DMU,20,15,4,DMU05,3807,Iklassov_sampling(128)
DMU,20,20,0,DMU06,3830,Iklassov_sampling(128)
DMU,20,20,1,DMU07,3488,Iklassov_sampling(128)
DMU,20,20,2,DMU08,3716,Iklassov_sampling(128)
DMU,20,20,3,DMU09,3542,Iklassov_sampling(128)
DMU,20,20,4,DMU10,3420,Iklassov_sampling(128)
DMU,30,15,0,DMU11,4031,Iklassov_sampling(128)
DMU,30,15,1,DMU12,4033,Iklassov_sampling(128)
DMU,30,15,2,DMU13,4273,Iklassov_sampling(128)
DMU,30,15,3,DMU14,3862,Iklassov_sampling(128)
DMU,30,15,4,DMU15,3913,Iklassov_sampling(128)
DMU,30,20,0,DMU16,4537,Iklassov_sampling(128)
DMU,30,20,1,DMU17,4657,Iklassov_sampling(128)
DMU,30,20,2,DMU18,4685,Iklassov_sampling(128)
DMU,30,20,3,DMU19,4444,Iklassov_sampling(128)
DMU,30,20,4,DMU20,4443,Iklassov_sampling(128)
DMU,40,15,0,DMU21,5254,Iklassov_sampling(128)
DMU,40,15,1,DMU22,5495,Iklassov_sampling(128)
DMU,40,15,2,DMU23,5421,Iklassov_sampling(128)
DMU,40,15,3,DMU24,5441,Iklassov_sampling(128)
DMU,40,15,4,DMU25,4872,Iklassov_sampling(128)
DMU,40,20,0,DMU26,5771,Iklassov_sampling(128)
DMU,40,20,1,DMU27,6177,Iklassov_sampling(128)
DMU,40,20,2,DMU28,5976,Iklassov_sampling(128)
DMU,40,20,3,DMU29,5767,Iklassov_sampling(128)
DMU,40,20,4,DMU30,6015,Iklassov_sampling(128)
DMU,50,15,0,DMU31,6895,Iklassov_sampling(128)
DMU,50,15,1,DMU32,7231,Iklassov_sampling(128)
DMU,50,15,2,DMU33,7076,Iklassov_sampling(128)
DMU,50,15,3,DMU34,6598,Iklassov_sampling(128)
DMU,50,15,4,DMU35,6906,Iklassov_sampling(128)
DMU,50,20,0,DMU36,6339,Iklassov_sampling(128)
DMU,50,20,1,DMU37,6815,Iklassov_sampling(128)
DMU,50,20,2,DMU38,6424,Iklassov_sampling(128)
DMU,50,20,3,DMU39,6592,Iklassov_sampling(128)
DMU,50,20,4,DMU40,6398,Iklassov_sampling(128)
DMU,20,15,5,DMU41,3807,Iklassov_sampling(128)
DMU,20,15,6,DMU42,4027,Iklassov_sampling(128)
DMU,20,15,7,DMU43,4159,Iklassov_sampling(128)
DMU,20,15,8,DMU44,4109,Iklassov_sampling(128)
DMU,20,15,9,DMU45,3921,Iklassov_sampling(128)
DMU,20,20,5,DMU46,4611,Iklassov_sampling(128)
DMU,20,20,6,DMU47,4521,Iklassov_sampling(128)
DMU,20,20,7,DMU48,4366,Iklassov_sampling(128)
DMU,20,20,8,DMU49,4368,Iklassov_sampling(128)
DMU,20,20,9,DMU50,4427,Iklassov_sampling(128)
DMU,30,15,5,DMU51,4745,Iklassov_sampling(128)
DMU,30,15,6,DMU52,5083,Iklassov_sampling(128)
DMU,30,15,7,DMU53,5147,Iklassov_sampling(128)
DMU,30,15,8,DMU54,5133,Iklassov_sampling(128)
DMU,30,15,9,DMU55,5000,Iklassov_sampling(128)
DMU,30,20,5,DMU56,5926,Iklassov_sampling(128)
DMU,30,20,6,DMU57,5493,Iklassov_sampling(128)
DMU,30,20,7,DMU58,5566,Iklassov_sampling(128)
DMU,30,20,8,DMU59,5659,Iklassov_sampling(128)
DMU,30,20,9,DMU60,5650,Iklassov_sampling(128)
DMU,40,15,5,DMU61,6081,Iklassov_sampling(128)
DMU,40,15,6,DMU62,6167,Iklassov_sampling(128)
DMU,40,15,7,DMU63,6301,Iklassov_sampling(128)
DMU,40,15,8,DMU64,6087,Iklassov_sampling(128)
DMU,40,15,9,DMU65,6200,Iklassov_sampling(128)
DMU,40,20,5,DMU66,7217,Iklassov_sampling(128)
DMU,40,20,6,DMU67,7152,Iklassov_sampling(128)
DMU,40,20,7,DMU68,7181,Iklassov_sampling(128)
DMU,40,20,8,DMU69,7175,Iklassov_sampling(128)
DMU,40,20,9,DMU70,7410,Iklassov_sampling(128)
DMU,50,15,5,DMU71,7441,Iklassov_sampling(128)
DMU,50,15,6,DMU72,7864,Iklassov_sampling(128)
DMU,50,15,7,DMU73,7591,Iklassov_sampling(128)
DMU,50,15,8,DMU74,7398,Iklassov_sampling(128)
DMU,50,15,9,DMU75,7421,Iklassov_sampling(128)
DMU,50,20,5,DMU76,7905,Iklassov_sampling(128)
DMU,50,20,6,DMU77,7773,Iklassov_sampling(128)
DMU,50,20,7,DMU78,7912,Iklassov_sampling(128)
DMU,50,20,8,DMU79,7925,Iklassov_sampling(128)
DMU,50,20,9,DMU80,7686,Iklassov_sampling(128)
